"Survey ID","User ID","Start time","Submission time","Time to complete","Meal ID","Meal name","Food ID","Search term","Intake24 food code","Food description","NDNS food code","Food group code","Food group","Ready meal","Brand","Serving size (g/ml)","Serving image","Leftovers (g/ml)","Leftovers image","Portion size (g/ml)","Reasonable amount","protein","fat","carbohydrate","energy_kcal","energy_kj","alcohol","total_sugars","nmes","satd_fa","cholesterol","vitamin_a","vitamin_d","vitamin_c","vitamin_e","folate","sodium","calcium","iron","zinc","selenium"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","2","Lunch","4","lemon and ginger tea","HTEA","Herbal/Fruit tea","7000","91","Tea (excluding added sugar)","no","N/A","317.90","N/A","0.00","N/A","317.90","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.18","0.00","0.00","0.00","0.00","0.00"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","3","Evening meal","0","fish pie","FPIE","Fish pie","1604","56","Fish dishes: curry, seafood pasta, fish pie","yes","N/A","332.00","https://intake24.co.uk/intake24-images/PShepie7.jpg","0.00","N/A","332.00","yes","22.91","8.96","40.84","325.36","1381.12","0.00","4.65","0.00","3.78","59.76","89.64","0.63","11.95","1.66","46.48","654.04","109.56","1.00","1.33","23.24"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","3","Evening meal","1","carrots","OCFB","Carrots boiled/ steamed/ microwaved","1711","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","no","N/A","49.00","https://intake24.co.uk/intake24-images/carrots/cars4.jpg","0.00","N/A","49.00","yes","0.29","0.20","2.40","11.76","49.00","0.00","2.30","0.00","0.04","0.00","1094.66","0.00","0.98","0.29","7.84","24.50","11.76","0.20","0.05","0.49"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","3","Evening meal","2","peas","PSFB","Peas, boiled / steamed / microwaved","1807","69","Peas: frozen, fresh, canned, dried & split","no","N/A","58.64","https://intake24.co.uk/intake24-images/Peas5.jpg","0.00","N/A","58.64","yes","3.93","0.94","5.86","46.33","192.93","0.00","1.41","0.00","0.16","0.00","24.63","0.00","9.38","0.12","15.83","0.00","11.14","0.88","0.59","0.00"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","3","Evening meal","3","chocolate","FTNT","Fruit and nut milk chocolate","7955","81","Chocolate: includes all plain, milk & white chocolate bars & coated bars e.g. caramels & wafers and full coated chocolate biscuits","no","N/A","57.00","N/A","0.00","N/A","57.00","yes","4.27","17.84","29.81","288.99","1208.97","0.00","29.70","23.31","8.81","10.26","31.92","0.00","0.06","1.65","8.55","44.46","113.43","1.37","0.68","1.71"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","3","Evening meal","4","water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","1500.00","N/A","0.00","N/A","1500.00","no","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"54118719e4b0891e3f2f14a1","demo82","11/09/14 07:13","11/09/14 07:27","13 min","4","Snack or drink","0","herbal tea","HTEA","Herbal/Fruit tea","7000","91","Tea (excluding added sugar)","no","N/A","317.90","N/A","0.00","N/A","317.90","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.18","0.00","0.00","0.00","0.00","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","0","Breakfast","0","porridge ","PRSM","Porridge, made with skimmed milk","3925","7","Other breakfast cereals: muesli, bran flakes","no","N/A","328.00","https://intake24.co.uk/intake24-images/m745.jpg","0.00","N/A","328.00","yes","16.40","4.26","46.25","275.52","1170.96","0.00","19.68","0.00","1.08","13.12","6.56","0.00","3.28","0.33","42.64","157.44","442.80","1.64","2.62","3.28"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","0","Breakfast","1","associated food prompt","JAME","Jam, raspberry/ strawberry/ blackberry","2215","82","Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping","no","N/A","16.90","N/A","0.00","N/A","16.90","yes","0.10","0.00","10.63","40.22","171.70","0.00","10.63","10.39","0.00","0.00","0.00","0.00","1.69","0.00","0.00","4.90","2.03","0.03","0.00","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","0","Breakfast","2","Bramble sauce","STSA","Strawberry sauce","2227","82","Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping","no","N/A","90.00","N/A","0.00","N/A","90.00","yes","0.72","0.18","48.51","186.30","794.70","0.00","45.90","45.90","0.11","0.90","0.00","0.00","0.00","0.00","0.00","90.00","8.10","0.72","0.09","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","0","Breakfast","3","Fresh orange","OJCC","Fresh orange juice, from concentrate","2334","86","Fruit juices e.g. fresh orange juice","no","Tesco ","236.22","N/A","0.00","N/A","236.22","yes","1.65","0.24","30.24","122.83","519.68","0.00","30.24","30.24","0.05","0.00","7.09","0.00","82.68","0.47","44.88","23.62","23.62","0.47","0.00","2.36"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","1","Early snack or drink","0","bread","CRNT","Currant bread","8123","3","Sweet breads: malt bread, currant bread","no","N/A","37.00","N/A","0.00","N/A","37.00","yes","2.96","1.48","19.61","98.05","416.62","0.00","7.47","3.55","0.55","0.37","0.00","0.00","0.33","0.15","4.44","81.40","31.82","0.59","0.26","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","1","Early snack or drink","1","butter","BTUS","Butter, Unsalted","852","30","Butter: includes half fat butter and other animal fats (e.g. lard)","no","N/A","5.00","https://intake24.co.uk/intake24-images/butter/butsc3.jpg","0.00","N/A","5.00","yes","0.03","4.13","0.03","37.40","153.75","0.00","0.03","0.00","2.67","11.55","57.65","0.05","0.00","0.10","0.00","0.40","0.90","0.00","0.00","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","1","Early snack or drink","2","green tea","DCTE","Decaf Tea","2314","91","Tea (excluding added sugar)","no","N/A","239.09","N/A","0.00","N/A","239.09","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.95","0.00","0.00","0.00","0.00","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","2","Lunch","0","smoked makeral pate","MAKP","Mackerel pate","1639","56","Fish dishes: curry, seafood pasta, fish pie","no","N/A","30.00","https://intake24.co.uk/intake24-images/Gcsp05.jpg","0.00","N/A","30.00","yes","4.02","10.32","0.39","110.40","456.30","0.00","0.21","0.00","3.97","33.00","53.10","0.99","0.12","0.33","0.90","219.00","8.40","0.30","0.21","7.80"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","2","Lunch","1","bread sticks","BRDS","Bread sticks","7649","15","Savoury biscuits and baked goods eg crackers, oatcakes, water biscuits, cheddars, cheese/savoury scones","no","N/A","35.00","N/A","0.00","N/A","35.00","yes","3.82","2.84","25.52","136.15","577.50","0.00","1.16","0.00","2.10","2.10","0.00","0.00","0.00","0.07","7.35","285.95","10.85","0.70","0.32","2.10"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","2","Lunch","2","apple","GALA","Gala apple - skin was eaten","1952","73","Fresh fruit","no","N/A","155.00","N/A","0.00","N/A","155.00","yes","0.62","0.16","18.29","72.85","308.45","0.00","18.29","0.00","0.03","0.00","4.65","0.00","9.30","0.93","1.55","4.65","6.20","0.16","0.16","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","2","Lunch","3","water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","299.83","N/A","0.00","N/A","299.83","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","3","Afternoon snack or drink","0","cake","CHCK","Chocolate cake","8713","16","Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)","no","I don't know","66.00","https://intake24.co.uk/intake24-images/m227.jpg","0.00","N/A","66.00","yes","6.01","14.06","30.43","264.00","1107.48","0.00","16.37","16.30","4.46","48.84","124.74","1.33","0.00","4.49","10.56","315.48","71.28","2.18","1.39","5.94"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","3","Afternoon snack or drink","1","ice cream","FSSI","Ice cream, soft scoop flavoured","725","79","Ice cream, ice cream desserts and lollies","no","N/A","73.24","https://intake24.co.uk/intake24-images/Icecrm4.jpg","0.00","N/A","73.24","yes","2.64","7.18","14.50","129.63","542.71","0.00","14.50","10.99","4.53","17.58","72.51","0.37","0.73","0.37","4.39","43.94","73.24","0.00","0.22","1.46"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","3","Afternoon snack or drink","2","water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","299.83","N/A","0.00","N/A","299.83","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","4","Evening meal","0","chorizo and bean casserole","PORK","Casserole, pork","9862","41","Pork and pork dishes","no","N/A","233.00","https://intake24.co.uk/intake24-images/m336.jpg","0.00","N/A","233.00","yes","44.97","8.62","8.62","288.92","1218.59","0.00","3.49","0.93","2.89","128.15","0.00","1.05","1.86","0.00","6.99","535.90","34.95","2.10","4.66","25.63"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","4","Evening meal","1","Watermelon","WATR","Melon, watermelon (red with seeds)","2085","73","Fresh fruit","no","N/A","356.34","https://intake24.co.uk/intake24-images/Mel6.jpg","0.00","N/A","356.34","yes","1.78","1.07","25.30","110.47","473.93","0.00","25.30","0.00","0.36","0.00","67.70","0.00","28.51","0.36","7.13","7.13","24.94","1.07","0.71","0.00"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","4","Evening meal","2","brie","BRIE","Brie","691","28","Other cheese: edam, cheddar","no","N/A","25.00","N/A","0.00","N/A","25.00","yes","5.08","7.28","0.00","85.75","355.00","0.00","0.00","0.00","4.55","23.25","82.25","0.05","0.00","0.20","13.75","167.50","64.00","0.00","0.50","1.25"
"54294e80e4b0891e3f2f14b1","demo90","29/09/14 07:59","29/09/14 08:20","20 min","4","Evening meal","3","water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","299.83","N/A","0.00","N/A","299.83","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","0","Breakfast","0","Brown to oast","BRWT","Toast, brown bread","107","2","Brown and wholemeal bread/rolls","no","N/A","37.00","N/A","0.00","N/A","37.00","yes","4.33","1.18","21.16","107.30","456.58","0.00","2.11","0.00","0.23","0.00","0.00","0.00","0.00","0.00","20.72","187.22","85.10","1.00","0.59","1.48"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","0","Breakfast","1","margarine flora low fat","LFSD","Low fat margarine","10049","34","Low fat polyunsaturated","no","N/A","3.80","https://intake24.co.uk/intake24-images/702.jpg","0.00","N/A","3.80","yes","0.01","1.40","0.02","12.69","52.17","0.00","0.02","0.00","0.32","0.00","36.56","0.32","0.00","0.38","0.00","18.32","0.15","0.00","0.00","0.00"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","0","Breakfast","2","Cup of tea","BTEA","Tea","2314","91","Tea (excluding added sugar)","no","N/A","167.13","N/A","0.00","N/A","167.13","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.36","0.00","0.00","0.00","0.00","0.00"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","0","Breakfast","3","semi skimmed milk","SMLK","Semi skimmed milk","608","21","Semi-skimmed milks: includes longlife semi-skimmed","no","N/A","15.84","N/A","0.00","N/A","15.84","yes","0.55","0.27","0.62","6.97","29.30","0.00","0.62","0.00","0.17","1.11","2.53","0.00","0.32","0.02","0.63","6.81","18.85","0.00","0.06","0.00"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","1","Lunch","0","Jacket potato with tuna mayonnaise and cheese and salad","OPFS","Baked potato / Jacket potato, skin eaten","1834","64","Jacket potatoes: baked in skins","no","N/A","173.00","https://intake24.co.uk/intake24-images/Gbkd05.jpg","0.00","N/A","173.00","yes","6.75","0.35","54.84","235.28","1005.13","0.00","2.08","0.00","0.00","0.00","0.00","0.00","24.22","0.17","76.12","20.76","19.03","1.21","0.87","3.46"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","2","Evening meal","0","1 piece of crusty bread ","CRST","White crusty bread","121","1","White bread/rolls","no","N/A","57.00","N/A","0.00","N/A","57.00","yes","5.19","1.08","28.84","138.51","589.38","0.00","1.60","0.00","0.26","0.00","0.00","0.00","0.00","0.11","13.68","310.65","98.04","0.74","0.46","2.85"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","2","Evening meal","1","1 olive","GOLV","Green Olives","2090","73","Fresh fruit","no","N/A","7.05","https://intake24.co.uk/intake24-images/Grap1.jpg","0.00","N/A","7.05","yes","0.06","0.78","0.00","7.26","29.75","0.00","0.00","0.00","0.12","0.00","2.11","0.00","0.00","0.14","0.00","158.63","4.30","0.07","0.01","0.07"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","2","Evening meal","2","Lasagne","MLAS","Meat lasagne","1348","107","Meat based pasta dishes","no","N/A","228.00","https://intake24.co.uk/intake24-images/Lasag5.jpg","0.00","N/A","228.00","yes","23.94","24.40","35.34","449.16","1878.72","0.00","7.07","0.00","10.99","59.28","332.88","0.89","5.24","1.82","31.92","820.80","234.84","1.82","3.65","13.68"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","2","Evening meal","3","Water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","255.84","N/A","0.00","N/A","255.84","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","2","Evening meal","4","Glass of wine","DWWN","Dry white wine","8354","94","Alcohol","no","N/A","211.96","N/A","0.00","N/A","211.96","yes","0.21","0.00","1.27","156.85","659.18","21.83","1.27","1.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.48","19.08","1.06","0.00","0.00"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","2","Evening meal","5","Glass of wine","DWWN","Dry white wine","8354","94","Alcohol","no","N/A","90.28","N/A","0.00","N/A","90.28","yes","0.09","0.00","0.54","66.80","280.76","9.30","0.54","0.54","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.61","8.12","0.45","0.00","0.00"
"542d24f3e4b0891e3f2f14bb","demo92","02/10/14 05:53","02/10/14 06:12","18 min","2","Evening meal","6","Fresh orange and soda","OJCC","Fresh orange juice, from concentrate","2334","86","Fruit juices e.g. fresh orange juice","no","I don't know","124.15","N/A","0.00","N/A","124.15","yes","0.87","0.12","15.89","64.56","273.12","0.00","15.89","15.89","0.02","0.00","3.72","0.00","43.45","0.25","23.59","12.41","12.41","0.25","0.00","1.24"
"5433f516e4b0c5eb0bae9292","demo98","07/10/14 10:12","07/10/14 10:13","1 min","0","Breakfast","0","banana","BANA","Bananas","1977","73","Fresh fruit","no","N/A","252.00","N/A","0.00","N/A","252.00","yes","3.02","0.76","58.46","239.40","1015.56","0.00","52.67","0.00","0.28","0.00","10.08","0.00","27.72","0.76","35.28","2.52","15.12","0.76","0.50","2.52"
"5433f516e4b0c5eb0bae9292","demo98","07/10/14 10:12","07/10/14 10:13","1 min","0","Breakfast","1","coffee","CFFB","Coffee","2307","92","Coffee (excluding added sugar)","no","N/A","280.14","N/A","174.10","N/A","106.04","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.06","3.18","0.11","0.11","0.00"
"5433f516e4b0c5eb0bae9292","demo98","07/10/14 10:12","07/10/14 10:13","1 min","0","Breakfast","2","associated food prompt","WSGR","White sugar","2205","83","Table sugar: demerara, white","no","N/A","33.80","N/A","0.00","N/A","33.80","yes","0.00","0.00","35.49","133.17","567.84","0.00","35.49","35.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.69","1.69","0.03","0.03","0.00"
"5433f516e4b0c5eb0bae9292","demo98","07/10/14 10:12","07/10/14 10:13","1 min","0","Breakfast","3","associated food prompt","CTWM","Whole milk","602","23","Whole milks: includes longlife whole, dried whole & any soya or goats milk","no","N/A","53.36","N/A","33.16","N/A","20.20","yes","0.69","0.79","0.79","12.72","55.14","0.00","0.79","0.00","0.49","2.63","8.08","0.00","0.40","0.02","0.81","8.89","23.43","0.00","0.08","0.20"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","0","Breakfast","0","porridge","PRSS","Porridge, made with semi skimmed milk","3797","7","Other breakfast cereals: muesli, bran flakes","no","N/A","278.00","https://intake24.co.uk/intake24-images/m742.jpg","0.00","N/A","278.00","yes","15.01","8.06","47.54","311.36","1314.94","0.00","10.29","0.00","3.36","8.34","47.26","0.00","0.00","0.56","27.80","105.64","330.82","1.95","2.22","5.56"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","0","Breakfast","1","sultanas","SULT","Sultanas","2156","74","Dried fruit","no","N/A","17.00","https://intake24.co.uk/intake24-images/m413.jpg","0.00","N/A","17.00","yes","0.46","0.07","11.80","46.75","199.07","0.00","11.80","5.90","0.02","0.00","0.34","0.00","0.00","0.12","4.59","3.23","10.88","0.37","0.05","1.36"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","0","Breakfast","2","orange juice","TROP","Tropicana orange juice","2339","86","Fruit juices e.g. fresh orange juice","no","N/A","143.70","N/A","0.00","N/A","143.70","yes","0.86","0.00","11.64","47.42","201.19","0.00","11.64","11.64","0.00","0.00","4.31","0.00","68.98","0.29","40.24","2.87","17.24","0.43","0.00","1.44"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","0","Breakfast","3","coffee","CFFB","Coffee","2307","92","Coffee (excluding added sugar)","no","N/A","223.86","N/A","0.00","N/A","223.86","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.24","6.72","0.22","0.22","0.00"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","0","Breakfast","4","associated food prompt","CTSS","Semi skimmed milk","608","21","Semi-skimmed milks: includes longlife semi-skimmed","no","N/A","42.64","N/A","0.00","N/A","42.64","yes","1.49","0.72","1.66","18.76","78.88","0.00","1.66","0.00","0.46","2.98","6.82","0.00","0.85","0.04","1.71","18.34","50.74","0.00","0.17","0.00"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","1","Early snack or drink","0","coffee","CFFB","Coffee","2307","92","Coffee (excluding added sugar)","no","N/A","227.13","N/A","0.00","N/A","227.13","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.27","6.81","0.23","0.23","0.00"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","2","Lunch","0","minestrone soup","MSTN","Minestrone soup","8890","99","Soups","no","N/A","183.80","https://intake24.co.uk/intake24-images/Soup4.jpg","0.00","N/A","183.80","yes","5.51","3.68","21.14","134.17","567.94","0.00","3.86","0.00","0.57","0.00","317.97","0.00","10.84","1.29","33.08","31.25","60.65","1.65","0.74","3.68"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","2","Lunch","1","ryvita","RYVM","Ryvita ","4068","15","Savoury biscuits and baked goods eg crackers, oatcakes, water biscuits, cheddars, cheese/savoury scones","no","N/A","10.00","N/A","0.00","N/A","10.00","yes","1.10","0.40","7.97","37.90","161.10","0.00","1.13","0.00","0.05","0.00","0.00","0.00","0.00","0.09","3.50","40.00","4.50","0.35","0.30","0.30"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","2","Lunch","2","water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","1000.00","N/A","0.00","N/A","1000.00","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","3","Afternoon snack or drink","0","1 bitesize pieces of flapjack","FLJB","Flapjack","261","16","Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)","no","Other","14.00","N/A","0.00","N/A","14.00","yes","0.71","3.19","7.80","60.76","254.94","0.00","4.09","4.05","1.43","3.50","12.04","0.00","0.00","0.29","1.12","27.16","7.28","0.27","0.15","0.42"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","3","Afternoon snack or drink","1","1 krispie cake","CKRC","Chocolate Krispie Cakes","310","16","Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)","no","Other","25.00","N/A","0.00","N/A","25.00","yes","1.43","4.75","18.28","117.00","492.75","0.00","11.20","10.98","2.83","1.00","3.75","0.38","0.00","0.25","17.25","34.25","6.00","1.30","0.28","1.00"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","4","Evening meal","0","chicken","CHFT","Chicken breast fillet","5127","45","Chicken/Turkey dishes","yes","N/A","94.00","N/A","0.00","N/A","94.00","yes","30.08","2.07","0.00","139.12","588.44","0.00","0.00","0.00","0.55","88.36","0.00","0.28","0.00","0.19","5.64","51.70","5.64","0.38","0.75","15.04"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","4","Evening meal","1","green beans","FRBB","Green beans / french beans","1671","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","no","N/A","20.00","https://intake24.co.uk/intake24-images/Runbn1.jpg","0.00","N/A","20.00","yes","0.36","0.10","0.58","4.40","18.40","0.00","0.42","0.00","0.02","0.00","11.00","0.00","2.20","0.04","11.40","0.60","6.80","0.22","0.04","0.00"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","4","Evening meal","2","carrots","OCFB","Carrots boiled/ steamed/ microwaved","1711","70","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad","no","N/A","20.00","https://intake24.co.uk/intake24-images/carrots/cars1.jpg","0.00","N/A","20.00","yes","0.12","0.08","0.98","4.80","20.00","0.00","0.94","0.00","0.02","0.00","446.80","0.00","0.40","0.12","3.20","10.00","4.80","0.08","0.02","0.20"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","4","Evening meal","3","rice","SVRC","Savoury rice","70","9","Rice","no","N/A","53.80","https://intake24.co.uk/intake24-images/RiceBo1.jpg","0.00","N/A","53.80","yes","1.99","0.75","18.29","83.39","354.54","0.00","1.72","0.86","0.25","0.00","13.99","0.00","0.38","0.27","11.84","277.61","15.06","0.27","0.27","3.23"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","4","Evening meal","4","water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","277.54","N/A","0.00","N/A","277.54","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","5","Late snack or drink","0","yoghurt with chocolate biscuits","TWCR","Yoghurt, Twin pot with coated cereal / crumble e.g. Muller corner","9881","19","Whole milk yoghurt/fromage frais","no","N/A","85.00","N/A","0.00","N/A","85.00","yes","3.66","4.08","18.36","120.70","507.45","0.00","13.09","7.73","2.44","6.80","35.70","0.03","1.70","0.09","6.80","85.00","90.95","0.17","0.34","5.10"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","5","Late snack or drink","1","eat natural bar","CCSB","Cereal Bar, chewy e.g. Tracker","7656","8","Breakfast alternatives: nutrigrain bar, pop tart, breakfast cereal bars","no","N/A","37.00","N/A","0.00","N/A","37.00","yes","2.04","4.37","27.12","149.11","629.37","0.00","10.55","9.40","2.89","0.00","0.00","0.00","0.00","1.07","4.07","64.75","25.90","4.22","0.41","0.37"
"543545bbe4b0020f8cf80a88","demo105","08/10/14 09:45","08/10/14 10:10","24 min","5","Late snack or drink","2","water","TWTR","Water (from tap, including filtered)","5000","90","Water","no","N/A","261.92","N/A","0.00","N/A","261.92","yes","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"5436687de4b0418f483bf54c","demo107","09/10/14 06:49","09/10/14 06:50","1 min","0","Breakfast","0","scrambled egg","SEGS","Scrambled egg","782","37","Eggs: whole egg, white, yolk, dried, boiled, fried, scrambled, omelette, poached","no","N/A","148.10","https://intake24.co.uk/intake24-images/PScrEgg7.jpg","12.01","https://intake24.co.uk/intake24-images/PScrEgg9.jpg","136.09","yes","17.69","12.93","0.68","189.17","790.68","0.00","0.68","0.00","3.84","477.68","176.92","4.29","0.27","1.77","29.94","216.38","81.65","2.31","1.63","31.30"
